ticker,exists,rows,elapsed_s,note
3748.T,no,0,1.71,empty-history
3749.T,no,0,1.27,empty-history
3750.T,yes,23,0.12,
3751.T,no,0,0.99,empty-history
3752.T,no,0,0.98,empty-history
3754.T,no,0,0.13,empty-history
3755.T,no,0,0.11,empty-history
3756.T,no,0,0.98,empty-history
3757.T,no,0,1.01,empty-history
3759.T,no,0,0.98,empty-history
3761.T,no,0,1.19,empty-history
3762.T,yes,23,0.14,
3764.T,no,0,1.03,empty-history
3765.T,yes,23,0.13,
3767.T,no,0,0.11,empty-history
3770.T,no,0,0.14,empty-history
3773.T,yes,23,0.12,
3775.T,no,0,0.98,empty-history
3776.T,yes,23,0.13,
3780.T,no,0,1.01,empty-history
3781.T,no,0,0.98,empty-history
3782.T,no,0,0.97,empty-history
3783.T,no,0,1.13,empty-history
3784.T,no,0,1.49,empty-history
3785.T,no,0,0.99,empty-history
3786.T,no,0,1.12,empty-history
3788.T,yes,23,0.14,
3789.T,no,0,0.99,empty-history
3790.T,no,0,1.32,empty-history
3792.T,no,0,0.99,empty-history
3794.T,no,0,1.08,empty-history
3795.T,no,0,0.97,empty-history
3797.T,no,0,0.99,empty-history
3799.T,yes,23,0.13,
3801.T,no,0,1.55,empty-history
3802.T,yes,23,0.12,
3803.T,yes,23,0.11,
3804.T,yes,23,0.14,
3805.T,no,0,1.12,empty-history
3806.T,no,0,1.13,empty-history
3807.T,yes,23,0.13,
3808.T,no,0,1.00,empty-history
3809.T,no,0,1.10,empty-history
3810.T,yes,23,0.11,
3811.T,no,0,1.12,empty-history
3812.T,no,0,1.13,empty-history
3813.T,no,0,1.18,empty-history
3814.T,no,0,1.11,empty-history
3818.T,no,0,0.97,empty-history
3819.T,no,0,0.99,empty-history
3820.T,no,0,0.98,empty-history
3821.T,no,0,0.99,empty-history
3822.T,no,0,0.98,empty-history
3824.T,no,0,1.00,empty-history
3825.T,yes,23,0.13,
3827.T,no,0,1.08,empty-history
3828.T,no,0,1.19,empty-history
3829.T,no,0,1.43,empty-history
3830.T,no,0,0.97,empty-history
3831.T,no,0,1.46,empty-history
3832.T,no,0,1.13,empty-history
3833.T,no,0,1.44,empty-history
3838.T,no,0,1.04,empty-history
3839.T,yes,23,0.15,
3840.T,yes,23,0.12,
3841.T,yes,23,0.13,
3842.T,yes,23,0.13,
3846.T,no,0,1.00,empty-history
3849.T,no,0,1.20,empty-history
3850.T,yes,23,0.13,
3852.T,no,0,0.99,empty-history
3853.T,yes,23,0.13,
3855.T,no,0,0.99,empty-history
3856.T,yes,23,0.12,
3857.T,no,0,1.12,empty-history
3859.T,no,0,1.20,empty-history
3860.T,no,0,0.99,empty-history
3861.T,yes,23,0.16,
3862.T,no,0,1.31,empty-history
3863.T,yes,23,0.13,
3866.T,no,0,0.98,empty-history
3867.T,no,0,1.04,empty-history
3868.T,no,0,0.12,empty-history
3869.T,no,0,0.10,empty-history
3870.T,no,0,0.10,empty-history
3871.T,no,0,0.98,empty-history
3872.T,no,0,0.11,empty-history
3873.T,no,0,1.07,empty-history
3874.T,no,0,1.20,empty-history
3875.T,no,0,0.99,empty-history
3876.T,no,0,1.28,empty-history
3878.T,yes,23,0.14,
3879.T,no,0,0.99,empty-history
3881.T,no,0,0.11,empty-history
3882.T,no,0,0.12,empty-history
3883.T,no,0,1.29,empty-history
3884.T,no,0,1.14,empty-history
3885.T,no,0,1.00,empty-history
3886.T,no,0,0.11,empty-history
3887.T,no,0,0.12,empty-history
3888.T,no,0,1.11,empty-history
3889.T,no,0,1.30,empty-history
3890.T,no,0,1.54,empty-history
3891.T,yes,23,0.14,
3892.T,yes,23,0.15,
3893.T,no,0,0.11,empty-history
3894.T,no,0,1.25,empty-history
3897.T,no,0,1.00,empty-history
3898.T,no,0,1.11,empty-history
3899.T,no,0,1.00,empty-history
3900.T,yes,23,0.11,
3905.T,yes,23,0.13,
3906.T,no,0,1.09,empty-history
3919.T,no,0,0.99,empty-history
3923.T,yes,23,0.12,
3924.T,yes,23,0.12,
3929.T,yes,23,0.12,
3935.T,yes,23,0.12,
3938.T,no,0,1.12,empty-history
3941.T,yes,23,0.15,
3942.T,no,0,0.99,empty-history
3945.T,yes,23,0.15,
3947.T,yes,23,0.15,
3949.T,no,0,0.98,empty-history
3951.T,yes,23,0.15,
3952.T,no,0,0.99,empty-history
3956.T,no,0,1.13,empty-history
3957.T,no,0,1.00,empty-history
3959.T,no,0,1.00,empty-history
3960.T,no,0,0.98,empty-history
3962.T,yes,23,0.11,
3965.T,yes,23,0.12,
3966.T,no,0,1.04,empty-history
3969.T,yes,23,0.13,
3971.T,no,0,0.11,empty-history
3972.T,no,0,0.99,empty-history
3973.T,no,0,0.98,empty-history
3975.T,no,0,1.01,empty-history
3977.T,no,0,0.99,empty-history
3978.T,no,0,1.00,empty-history
3979.T,yes,23,0.12,
3980.T,no,0,0.98,empty-history
3982.T,no,0,0.98,empty-history
3984.T,yes,23,0.12,
3986.T,yes,23,0.12,
3990.T,no,0,1.46,empty-history
3992.T,yes,23,0.26,
3995.T,no,0,1.03,empty-history
3997.T,yes,23,0.12,
3999.T,no,0,1.29,empty-history
4000.T,no,0,1.01,empty-history
4001.T,no,0,1.28,empty-history
4002.T,no,0,1.00,empty-history
4003.T,no,0,0.11,empty-history
4006.T,no,0,1.37,empty-history
4007.T,no,0,0.11,empty-history
4009.T,no,0,1.36,empty-history
4010.T,no,0,0.11,empty-history
4013.T,yes,23,0.12,
4014.T,yes,23,0.11,
4016.T,yes,23,0.12,
4018.T,no,0,1.00,empty-history
4019.T,yes,23,0.13,
4021.T,yes,23,0.16,
4022.T,yes,23,0.13,
4024.T,no,0,1.20,empty-history
4026.T,yes,23,0.15,
4027.T,yes,23,0.15,
4029.T,no,0,1.12,empty-history
4030.T,no,0,1.63,empty-history
4032.T,no,0,0.98,empty-history
4033.T,no,0,1.55,empty-history
4034.T,no,0,1.36,empty-history
4035.T,no,0,0.97,empty-history
4036.T,no,0,0.99,empty-history
4037.T,no,0,1.11,empty-history
4038.T,no,0,0.98,empty-history
4039.T,no,0,0.98,empty-history
4040.T,yes,23,0.12,
4044.T,yes,23,0.15,
4046.T,yes,23,0.15,
4048.T,no,0,1.21,empty-history
4049.T,no,0,0.98,empty-history
4050.T,no,0,0.11,empty-history
4053.T,yes,23,0.11,
4054.T,yes,23,0.12,
4055.T,yes,23,0.12,
4056.T,yes,23,0.11,
4060.T,yes,23,0.12,
4062.T,yes,23,0.15,
4065.T,no,0,0.10,empty-history
4066.T,no,0,1.18,empty-history
4067.T,no,0,1.08,empty-history
4068.T,yes,23,0.11,
4070.T,no,0,1.11,empty-history
4074.T,yes,23,0.11,
4077.T,no,0,0.11,empty-history
4079.T,no,0,0.98,empty-history
4080.T,yes,23,0.14,
4081.T,no,0,0.98,empty-history
4083.T,no,0,1.07,empty-history
4084.T,no,0,1.18,empty-history
4085.T,no,0,0.98,empty-history
4086.T,no,0,0.11,empty-history
4087.T,no,0,1.02,empty-history
4089.T,no,0,1.01,empty-history
4090.T,no,0,1.03,empty-history
4091.T,yes,23,0.16,
4093.T,yes,23,0.13,
4095.T,yes,23,0.15,
4096.T,no,0,0.11,empty-history
4097.T,yes,23,0.15,
4098.T,yes,23,0.16,
4099.T,yes,23,0.15,
4101.T,no,0,1.25,empty-history
4102.T,yes,23,0.16,
4103.T,no,0,0.11,empty-history
4104.T,no,0,1.00,empty-history
4105.T,no,0,0.99,empty-history
4106.T,no,0,1.18,empty-history
4108.T,no,0,1.00,empty-history
4109.T,yes,23,0.15,
4110.T,no,0,1.00,empty-history
4111.T,no,0,1.01,empty-history
4113.T,yes,23,0.16,
4115.T,no,0,1.13,empty-history
4117.T,no,0,0.13,empty-history
4132.T,no,0,1.00,empty-history
4133.T,no,0,0.97,empty-history
4141.T,no,0,0.98,empty-history
4149.T,no,0,0.99,empty-history
4225.T,no,0,0.10,empty-history
4313.T,no,0,0.11,empty-history
4319.T,yes,18,0.14,
4321.T,no,0,1.00,empty-history
4322.T,no,0,1.00,empty-history
4325.T,no,0,0.11,empty-history
4327.T,no,0,1.33,empty-history
4328.T,no,0,0.97,empty-history
4329.T,no,0,1.01,empty-history
4330.T,no,0,1.02,empty-history
4331.T,yes,23,0.14,
4332.T,no,0,0.11,empty-history
4336.T,no,0,1.12,empty-history
4338.T,no,0,1.29,empty-history
4339.T,no,0,1.00,empty-history
4340.T,no,0,0.11,empty-history
4342.T,no,0,0.99,empty-history
4344.T,yes,23,0.13,
4345.T,yes,23,0.14,
4348.T,no,0,1.69,empty-history
4349.T,no,0,1.13,empty-history
4352.T,no,0,0.97,empty-history
4353.T,no,0,1.22,empty-history
4354.T,no,0,0.97,empty-history
4355.T,no,0,1.31,empty-history
4357.T,no,0,1.00,empty-history
4358.T,no,0,0.99,empty-history
4359.T,no,0,1.00,empty-history
4362.T,yes,23,0.15,
4363.T,no,0,0.11,empty-history
4364.T,no,0,0.99,empty-history
4365.T,yes,22,0.12,
4368.T,yes,23,0.14,
4370.T,yes,23,0.11,
4375.T,yes,23,0.11,
4380.T,yes,23,0.11,
4381.T,yes,23,0.11,
4383.T,no,0,1.36,empty-history
4385.T,yes,23,0.11,
4392.T,yes,23,0.13,
4399.T,no,0,1.00,empty-history
4400.T,no,0,1.08,empty-history
4402.T,no,0,0.99,empty-history
4404.T,yes,23,0.14,
4405.T,no,0,0.99,empty-history
4406.T,yes,23,0.13,
4407.T,no,0,0.98,empty-history
4408.T,no,0,1.15,empty-history
4411.T,no,0,1.62,empty-history
4423.T,no,0,1.28,empty-history
4429.T,yes,23,0.13,
4435.T,no,0,0.98,empty-history
4438.T,yes,23,0.12,
4440.T,yes,23,0.12,
4451.T,no,0,0.98,empty-history
4453.T,no,0,0.98,empty-history
4454.T,no,0,0.99,empty-history
4455.T,no,0,1.01,empty-history
4456.T,no,0,1.03,empty-history
4457.T,no,0,1.08,empty-history
4458.T,no,0,0.98,empty-history
4459.T,no,0,1.02,empty-history
4460.T,no,0,0.98,empty-history
4461.T,yes,23,0.16,
4466.T,no,0,0.99,empty-history
4467.T,no,0,0.99,empty-history
4468.T,no,0,0.98,empty-history
4469.T,no,0,1.00,empty-history
4470.T,no,0,0.98,empty-history
4472.T,no,0,0.98,empty-history
4473.T,no,0,1.17,empty-history
4474.T,no,0,0.97,empty-history
4476.T,yes,23,0.11,
4478.T,yes,23,0.11,
4485.T,no,0,1.00,empty-history
4486.T,yes,23,0.13,
4487.T,yes,23,0.11,
4489.T,no,0,1.13,empty-history
4491.T,yes,23,0.13,
4497.T,no,0,0.99,empty-history
4500.T,no,0,0.98,empty-history
4501.T,no,0,0.11,empty-history
4504.T,no,0,1.01,empty-history
4505.T,no,0,0.25,empty-history
4507.T,yes,23,0.15,
4508.T,no,0,1.01,empty-history
4509.T,no,0,0.11,empty-history
4510.T,no,0,1.37,empty-history
4511.T,no,0,0.10,empty-history
4512.T,yes,23,0.15,
4513.T,no,0,1.27,empty-history
4514.T,no,0,1.11,empty-history
4515.T,no,0,0.10,empty-history
4517.T,no,0,1.01,empty-history
4518.T,no,0,0.12,empty-history
4520.T,no,0,0.11,empty-history
4522.T,no,0,0.98,empty-history
4525.T,no,0,0.98,empty-history
4529.T,no,0,0.10,empty-history
4532.T,no,0,0.98,empty-history
4533.T,no,0,0.97,empty-history
4534.T,yes,23,0.18,
4535.T,no,0,0.11,empty-history
4537.T,no,0,0.12,empty-history
4539.T,yes,23,0.14,
4541.T,no,0,1.17,empty-history
4542.T,no,0,1.00,empty-history
4543.T,yes,23,0.17,
4545.T,no,0,1.00,empty-history
4546.T,no,0,0.12,empty-history
4550.T,no,0,0.97,empty-history
4551.T,no,0,0.99,empty-history
4555.T,no,0,0.99,empty-history
4557.T,no,0,0.99,empty-history
4560.T,no,0,0.11,empty-history
4561.T,no,0,0.99,empty-history
4562.T,no,0,0.97,empty-history
4566.T,no,0,0.11,empty-history
4567.T,no,0,1.00,empty-history
4569.T,yes,23,0.14,
4573.T,no,0,0.99,empty-history
4575.T,yes,23,0.11,
4576.T,yes,23,0.12,
4580.T,no,0,1.14,empty-history
4581.T,no,0,0.99,empty-history
4585.T,no,0,1.41,empty-history
4589.T,no,0,0.99,empty-history
4590.T,no,0,0.99,empty-history
4591.T,yes,23,0.11,
4593.T,yes,23,0.11,
4595.T,yes,23,0.13,
4600.T,no,0,0.99,empty-history
4601.T,no,0,1.12,empty-history
4602.T,no,0,0.99,empty-history
4603.T,no,0,0.99,empty-history
4604.T,no,0,0.99,empty-history
4605.T,no,0,0.97,empty-history
4606.T,no,0,0.98,empty-history
4607.T,no,0,0.99,empty-history
4608.T,no,0,0.99,empty-history
4609.T,no,0,1.08,empty-history
4610.T,no,0,1.00,empty-history
4612.T,yes,23,0.15,
4613.T,yes,23,0.15,
4614.T,no,0,0.11,empty-history
4618.T,no,0,1.00,empty-history
4619.T,yes,23,0.15,
4621.T,no,0,0.98,empty-history
4622.T,no,0,0.98,empty-history
4623.T,yes,23,0.15,
4630.T,no,0,1.19,empty-history
4631.T,yes,23,0.15,
4632.T,no,0,1.35,empty-history
4636.T,no,0,0.99,empty-history
4637.T,no,0,1.12,empty-history
4638.T,no,0,1.36,empty-history
4639.T,no,0,1.12,empty-history
4640.T,no,0,0.99,empty-history
4641.T,yes,23,0.15,
4642.T,yes,23,0.14,
4643.T,no,0,0.11,empty-history
4646.T,no,0,0.99,empty-history
4647.T,no,0,1.51,empty-history
4648.T,no,0,1.00,empty-history
4649.T,no,0,1.00,empty-history
4651.T,yes,23,0.12,
4652.T,no,0,1.39,empty-history
4653.T,no,0,1.00,empty-history
4654.T,no,0,0.99,empty-history
4655.T,no,0,0.99,empty-history
4656.T,no,0,0.14,empty-history
4660.T,no,0,0.11,empty-history
4663.T,no,0,1.00,empty-history
4665.T,yes,23,0.13,
4669.T,no,0,0.99,empty-history
4670.T,no,0,1.12,empty-history
4672.T,no,0,1.01,empty-history
4675.T,no,0,1.16,empty-history
4677.T,no,0,1.28,empty-history
4679.T,yes,23,0.14,
4682.T,no,0,1.01,empty-history
4683.T,no,0,0.97,empty-history
4688.T,no,0,0.98,empty-history
4692.T,no,0,0.10,empty-history
4693.T,no,0,1.14,empty-history
4694.T,yes,23,0.15,
4695.T,no,0,0.99,empty-history
4696.T,no,0,1.17,empty-history
4697.T,no,0,0.98,empty-history
4698.T,no,0,0.97,empty-history
4699.T,no,0,0.98,empty-history
4700.T,no,0,0.99,empty-history
4701.T,no,0,0.99,empty-history
4702.T,no,0,0.97,empty-history
4703.T,no,0,0.11,empty-history
4706.T,no,0,0.10,empty-history
4707.T,yes,23,0.13,
4708.T,no,0,0.97,empty-history
4709.T,yes,23,0.15,
4710.T,no,0,0.98,empty-history
4711.T,no,0,0.11,empty-history
4713.T,no,0,0.10,empty-history
4715.T,no,0,0.97,empty-history
4716.T,yes,23,0.15,
4717.T,no,0,0.99,empty-history
4721.T,no,0,1.01,empty-history
4723.T,no,0,0.11,empty-history
4724.T,no,0,0.11,empty-history
4726.T,no,0,0.97,empty-history
4727.T,no,0,0.97,empty-history
4729.T,no,0,0.98,empty-history
4730.T,no,0,0.98,empty-history
4731.T,no,0,0.98,empty-history
4734.T,no,0,0.98,empty-history
4737.T,no,0,1.41,empty-history
4738.T,no,0,0.11,empty-history
4739.T,no,0,0.98,empty-history
4740.T,no,0,0.11,empty-history
4741.T,no,0,0.11,empty-history
4742.T,no,0,0.10,empty-history
4743.T,yes,23,0.13,
4744.T,no,0,0.11,empty-history
4746.T,yes,23,0.14,
4747.T,no,0,0.10,empty-history
4748.T,no,0,0.97,empty-history
4749.T,no,0,0.10,empty-history
4751.T,yes,23,0.14,
4752.T,yes,23,0.14,
4753.T,no,0,0.10,empty-history
4756.T,no,0,0.10,empty-history
4757.T,no,0,0.98,empty-history
4758.T,no,0,1.19,empty-history
4759.T,no,0,0.11,empty-history
4764.T,no,0,1.36,empty-history
4768.T,yes,23,0.15,
4770.T,no,0,0.98,empty-history
4772.T,yes,23,0.12,
4773.T,no,0,0.97,empty-history
4774.T,no,0,0.10,empty-history
4775.T,no,0,0.13,empty-history
4776.T,yes,23,0.13,
4778.T,no,0,1.03,empty-history
4779.T,no,0,1.01,empty-history
4780.T,no,0,1.11,empty-history
4781.T,no,0,0.98,empty-history
4782.T,no,0,0.98,empty-history
4783.T,yes,23,0.13,
4785.T,no,0,1.13,empty-history
4786.T,no,0,0.97,empty-history
4787.T,no,0,0.11,empty-history
4788.T,no,0,0.11,empty-history
4789.T,no,0,1.00,empty-history
4790.T,no,0,0.98,empty-history
4791.T,no,0,0.99,empty-history
4793.T,no,0,0.11,empty-history
4794.T,no,0,0.10,empty-history
4795.T,no,0,0.11,empty-history
4796.T,no,0,0.12,empty-history
4797.T,no,0,0.11,empty-history
4798.T,no,0,0.10,empty-history
4799.T,no,0,0.24,empty-history
4800.T,yes,23,0.14,
4802.T,no,0,0.98,empty-history
4803.T,no,0,2.54,empty-history
4804.T,no,0,1.00,empty-history
4805.T,no,0,0.98,empty-history
4806.T,no,0,1.18,empty-history
4807.T,no,0,1.12,empty-history
4808.T,no,0,0.98,empty-history
4809.T,yes,23,0.13,
4810.T,no,0,0.99,empty-history
4812.T,yes,23,0.15,
4814.T,yes,23,0.11,
4815.T,no,0,0.11,empty-history
4817.T,no,0,1.75,empty-history
4818.T,no,0,0.10,empty-history
4819.T,yes,23,0.13,
4821.T,no,0,0.11,empty-history
4822.T,no,0,0.98,empty-history
4823.T,no,0,1.10,empty-history
4824.T,no,0,0.98,empty-history
4827.T,no,0,0.98,empty-history
4828.T,yes,23,0.14,
4830.T,no,0,1.18,empty-history
4831.T,no,0,1.00,empty-history
4834.T,no,0,0.99,empty-history
4835.T,no,0,0.99,empty-history
4836.T,no,0,0.98,empty-history
4837.T,no,0,1.68,empty-history
4841.T,no,0,0.99,empty-history
4842.T,no,0,1.01,empty-history
4843.T,no,0,1.29,empty-history
4844.T,no,0,0.11,empty-history
4846.T,no,0,0.11,empty-history
4847.T,yes,23,0.14,
4848.T,yes,23,0.15,
4850.T,no,0,0.98,empty-history
4851.T,no,0,1.03,empty-history
4852.T,no,0,1.11,empty-history
4853.T,no,0,0.98,empty-history
4854.T,no,0,0.97,empty-history
4855.T,no,0,0.99,empty-history
4856.T,no,0,0.96,empty-history
4857.T,no,0,1.28,empty-history
4858.T,no,0,0.99,empty-history
4859.T,no,0,1.10,empty-history
4860.T,no,0,1.00,empty-history
4861.T,no,0,1.49,empty-history
4862.T,no,0,1.38,empty-history
4863.T,no,0,0.99,empty-history
4864.T,no,0,1.00,empty-history
4865.T,no,0,0.99,empty-history
4866.T,no,0,1.00,empty-history
4867.T,no,0,1.02,empty-history
4868.T,no,0,0.98,empty-history
4869.T,no,0,1.20,empty-history
4870.T,no,0,0.98,empty-history
4871.T,no,0,0.98,empty-history
4872.T,no,0,1.00,empty-history
4873.T,no,0,1.01,empty-history
4874.T,no,0,1.23,empty-history
4876.T,no,0,0.99,empty-history
4877.T,no,0,0.99,empty-history
4878.T,no,0,1.06,empty-history
4879.T,no,0,0.97,empty-history
4883.T,yes,23,0.12,
4888.T,yes,23,0.12,
4893.T,yes,23,0.11,
4895.T,no,0,0.98,empty-history
4897.T,no,0,1.12,empty-history
4898.T,no,0,1.00,empty-history
4899.T,no,0,1.22,empty-history
4900.T,no,0,0.98,empty-history
4903.T,no,0,0.99,empty-history
4904.T,no,0,1.01,empty-history
4905.T,no,0,1.19,empty-history
4906.T,no,0,1.19,empty-history
4907.T,no,0,1.22,empty-history
4908.T,no,0,1.19,empty-history
4909.T,no,0,1.38,empty-history
4910.T,no,0,1.20,empty-history
4911.T,yes,23,0.14,
4913.T,no,0,1.04,empty-history
4914.T,yes,23,0.15,
4915.T,no,0,1.00,empty-history
4916.T,no,0,1.33,empty-history
4917.T,yes,23,0.16,
4920.T,yes,23,0.15,
4921.T,no,0,1.10,empty-history
4923.T,yes,23,0.14,
4924.T,no,0,0.99,empty-history
4926.T,yes,23,0.14,
4928.T,yes,23,0.14,
4930.T,no,0,1.01,empty-history
4932.T,yes,23,0.13,
4933.T,yes,23,0.12,
4934.T,yes,23,0.12,
4938.T,no,0,0.99,empty-history
4939.T,no,0,0.98,empty-history
4940.T,no,0,0.98,empty-history
4941.T,no,0,1.29,empty-history
4942.T,no,0,0.98,empty-history
4943.T,no,0,1.18,empty-history
4944.T,no,0,0.99,empty-history
4945.T,no,0,0.98,empty-history
4946.T,no,0,0.98,empty-history
4947.T,no,0,1.31,empty-history
4948.T,no,0,0.98,empty-history
4949.T,no,0,0.97,empty-history
4950.T,no,0,0.97,empty-history
4952.T,no,0,0.97,empty-history
4953.T,no,0,0.98,empty-history
4954.T,no,0,1.00,empty-history
4955.T,no,0,1.38,empty-history
4957.T,yes,23,0.15,
4959.T,no,0,1.28,empty-history
4961.T,no,0,1.12,empty-history
4962.T,no,0,0.98,empty-history
4963.T,no,0,0.98,empty-history
4964.T,no,0,1.18,empty-history
4965.T,no,0,1.08,empty-history
4967.T,yes,23,0.15,
4969.T,no,0,1.14,empty-history
4970.T,yes,23,0.15,
4971.T,yes,23,0.13,
4976.T,yes,23,0.27,
4979.T,yes,23,0.13,
4981.T,no,0,1.02,empty-history
4982.T,no,0,0.99,empty-history
4983.T,no,0,1.12,empty-history
4984.T,no,0,0.98,empty-history
4986.T,no,0,1.00,empty-history
4987.T,no,0,1.01,empty-history
4988.T,no,0,1.39,empty-history
4989.T,no,0,0.10,empty-history
4990.T,yes,23,0.17,
4991.T,no,0,1.62,empty-history
4993.T,no,0,1.36,empty-history
4994.T,yes,23,0.15,
4995.T,no,0,0.97,empty-history
4997.T,yes,23,0.14,
4999.T,no,0,1.12,empty-history
5000.T,yes,1,0.23,
5001.T,no,0,0.11,empty-history
5002.T,no,0,1.00,empty-history
5003.T,no,0,0.99,empty-history
5004.T,no,0,0.99,empty-history
5005.T,no,0,1.00,empty-history
5006.T,no,0,0.97,empty-history
5007.T,no,0,0.10,empty-history
5008.T,no,0,1.00,empty-history
5009.T,no,0,0.99,empty-history
5012.T,no,0,0.11,empty-history
5014.T,no,0,0.11,empty-history
5016.T,yes,23,0.11,
5018.T,yes,23,0.14,
5019.T,yes,23,0.13,
5020.T,yes,23,0.14,
5023.T,no,0,1.19,empty-history
5024.T,no,0,1.36,empty-history
5030.T,no,0,1.01,empty-history
5032.T,yes,23,0.11,
5033.T,yes,23,0.11,
5035.T,yes,23,0.12,
5037.T,yes,22,0.12,
5038.T,yes,23,0.11,
5039.T,no,0,0.99,empty-history
5040.T,no,0,1.02,empty-history
5041.T,no,0,0.99,empty-history
5042.T,no,0,1.27,empty-history
5043.T,no,0,0.99,empty-history
5044.T,no,0,1.13,empty-history
5045.T,no,0,1.02,empty-history
5046.T,no,0,1.38,empty-history
5047.T,no,0,0.97,empty-history
5048.T,no,0,0.99,empty-history
5049.T,no,0,0.98,empty-history
5050.T,no,0,1.21,empty-history
5051.T,no,0,0.98,empty-history
5052.T,no,0,0.98,empty-history
5053.T,no,0,0.98,empty-history
5054.T,no,0,1.21,empty-history
5055.T,no,0,0.98,empty-history
5056.T,no,0,1.04,empty-history
5057.T,no,0,0.98,empty-history
5058.T,no,0,1.11,empty-history
5059.T,no,0,1.37,empty-history
5060.T,no,0,1.03,empty-history
5061.T,no,0,0.98,empty-history
5062.T,no,0,1.32,empty-history
5063.T,no,0,1.29,empty-history
5064.T,no,0,0.97,empty-history
5065.T,no,0,1.00,empty-history
5066.T,no,0,0.98,empty-history
5067.T,no,0,1.11,empty-history
5068.T,no,0,1.03,empty-history
5069.T,no,0,1.35,empty-history
5073.T,no,0,0.99,empty-history
5075.T,no,0,1.00,empty-history
5077.T,yes,22,0.12,
5080.T,no,0,1.14,empty-history
5081.T,no,0,0.99,empty-history
5082.T,no,0,0.99,empty-history
5083.T,no,0,0.98,empty-history
5084.T,no,0,1.03,empty-history
5085.T,no,0,1.36,empty-history
5086.T,no,0,1.02,empty-history
5087.T,no,0,1.00,empty-history
5088.T,no,0,1.00,empty-history
5089.T,no,0,0.97,empty-history
5090.T,no,0,1.19,empty-history
5091.T,no,0,1.18,empty-history
5092.T,no,0,1.22,empty-history
5093.T,no,0,1.31,empty-history
5094.T,no,0,1.36,empty-history
5095.T,no,0,0.99,empty-history
5096.T,no,0,1.00,empty-history
5097.T,no,0,1.00,empty-history
5098.T,no,0,1.05,empty-history
5099.T,no,0,1.01,empty-history
5100.T,no,0,0.97,empty-history
5102.T,no,0,0.10,empty-history
5104.T,no,0,1.44,empty-history
5106.T,no,0,0.98,empty-history
5107.T,no,0,1.15,empty-history
5109.T,no,0,1.18,empty-history
5111.T,no,0,0.99,empty-history
5112.T,no,0,0.98,empty-history
5113.T,no,0,0.99,empty-history
5114.T,no,0,1.00,empty-history
5115.T,no,0,0.99,empty-history
5116.T,no,0,1.29,empty-history
5117.T,no,0,1.00,empty-history
5118.T,no,0,1.20,empty-history
5119.T,no,0,0.98,empty-history
5120.T,no,0,1.11,empty-history
5122.T,yes,23,0.17,
5123.T,no,0,0.11,empty-history
5124.T,no,0,0.99,empty-history
5125.T,yes,23,0.25,
5127.T,no,0,0.99,empty-history
5128.T,no,0,0.99,empty-history
5131.T,yes,23,0.11,
5140.T,no,0,1.36,empty-history
5141.T,no,0,0.99,empty-history
5142.T,yes,23,0.16,
5143.T,no,0,1.21,empty-history
5144.T,no,0,0.98,empty-history
5145.T,no,0,0.98,empty-history
5146.T,no,0,0.99,empty-history
5147.T,no,0,0.99,empty-history
5148.T,no,0,1.01,empty-history
5149.T,no,0,1.00,empty-history
5150.T,no,0,1.03,empty-history
5151.T,no,0,1.29,empty-history
5152.T,no,0,1.13,empty-history
5153.T,no,0,0.98,empty-history
5154.T,no,0,0.98,empty-history
5155.T,no,0,1.27,empty-history
5156.T,no,0,1.12,empty-history
5157.T,no,0,1.00,empty-history
5158.T,no,0,1.00,empty-history
5159.T,no,0,1.12,empty-history
5160.T,no,0,1.19,empty-history
5161.T,yes,23,0.14,
5163.T,no,0,0.98,empty-history
5164.T,no,0,1.49,empty-history
5165.T,no,0,1.36,empty-history
5166.T,no,0,1.71,empty-history
5167.T,no,0,1.00,empty-history
5168.T,no,0,1.52,empty-history
5169.T,no,0,1.14,empty-history
5170.T,no,0,1.00,empty-history
5171.T,no,0,1.00,empty-history
5172.T,no,0,1.00,empty-history
5173.T,no,0,1.05,empty-history
5174.T,no,0,1.00,empty-history
5175.T,no,0,1.19,empty-history
5176.T,no,0,0.99,empty-history
5177.T,no,0,1.19,empty-history
5178.T,no,0,0.97,empty-history
5179.T,no,0,1.00,empty-history
5180.T,no,0,1.36,empty-history
5181.T,no,0,0.97,empty-history
5182.T,no,0,1.19,empty-history
5183.T,no,0,0.97,empty-history
5184.T,yes,23,0.15,
5187.T,yes,23,0.16,
5188.T,no,0,1.00,empty-history
5190.T,no,0,0.99,empty-history
5192.T,yes,23,0.16,
5193.T,no,0,0.11,empty-history
5194.T,yes,23,0.16,
5195.T,yes,23,0.15,
5196.T,no,0,0.11,empty-history
5197.T,no,0,1.36,empty-history
5198.T,no,0,1.13,empty-history
5200.T,no,0,1.00,empty-history
5201.T,yes,23,0.16,
5203.T,no,0,1.02,empty-history
5204.T,yes,23,0.17,
5205.T,no,0,1.32,empty-history
5206.T,no,0,0.98,empty-history
5207.T,no,0,1.13,empty-history
5209.T,no,0,1.47,empty-history
5211.T,no,0,0.99,empty-history
5212.T,no,0,0.99,empty-history
5213.T,no,0,0.10,empty-history
5215.T,no,0,0.11,empty-history
5217.T,no,0,1.01,empty-history
5219.T,no,0,1.21,empty-history
5220.T,no,0,1.25,empty-history
5221.T,no,0,0.98,empty-history
5222.T,no,0,0.98,empty-history
5223.T,no,0,1.38,empty-history
5224.T,no,0,1.02,empty-history
