ticker,exists,rows,elapsed_s,note
2177.T,no,0,1.02,empty-history
2178.T,no,0,1.01,empty-history
2182.T,no,0,0.98,empty-history
2184.T,no,0,0.98,empty-history
2187.T,no,0,1.01,empty-history
2188.T,no,0,0.99,empty-history
2189.T,no,0,1.31,empty-history
2190.T,no,0,1.01,empty-history
2191.T,no,0,0.98,empty-history
2192.T,no,0,0.98,empty-history
2194.T,no,0,1.18,empty-history
2197.T,no,0,1.13,empty-history
2199.T,no,0,0.99,empty-history
2200.T,no,0,1.21,empty-history
2202.T,no,0,0.11,empty-history
2203.T,no,0,0.98,empty-history
2205.T,no,0,0.11,empty-history
2210.T,no,0,0.99,empty-history
2213.T,no,0,0.99,empty-history
2214.T,no,0,1.13,empty-history
2218.T,no,0,1.23,empty-history
2219.T,no,0,0.99,empty-history
2223.T,no,0,0.98,empty-history
2225.T,no,0,1.77,empty-history
2227.T,no,0,0.99,empty-history
2228.T,no,0,0.99,empty-history
2230.T,no,0,1.18,empty-history
2231.T,no,0,1.20,empty-history
2232.T,no,0,1.35,empty-history
2233.T,no,0,1.01,empty-history
2234.T,no,0,0.98,empty-history
2260.T,no,0,1.21,empty-history
2261.T,no,0,0.11,empty-history
2262.T,no,0,0.12,empty-history
2263.T,no,0,1.71,empty-history
2265.T,no,0,1.03,empty-history
2271.T,no,0,0.99,empty-history
2272.T,no,0,0.99,empty-history
2273.T,no,0,0.98,empty-history
2274.T,no,0,1.37,empty-history
2275.T,no,0,1.04,empty-history
2276.T,no,0,0.99,empty-history
2277.T,no,0,0.99,empty-history
2278.T,no,0,1.03,empty-history
2279.T,no,0,1.00,empty-history
2280.T,no,0,1.36,empty-history
2283.T,no,0,1.38,empty-history
2284.T,no,0,0.11,empty-history
2285.T,no,0,1.00,empty-history
2287.T,no,0,0.11,empty-history
2289.T,no,0,1.35,empty-history
2290.T,no,0,0.11,empty-history
2295.T,no,0,1.00,empty-history
2297.T,no,0,0.98,empty-history
2298.T,no,0,1.01,empty-history
2299.T,no,0,1.01,empty-history
2302.T,no,0,1.00,empty-history
2306.T,no,0,0.98,empty-history
2308.T,no,0,1.00,empty-history
2309.T,no,0,1.00,empty-history
2310.T,no,0,0.99,empty-history
2312.T,no,0,0.98,empty-history
2313.T,no,0,1.01,empty-history
2314.T,no,0,1.12,empty-history
2316.T,no,0,0.99,empty-history
2318.T,no,0,1.05,empty-history
2319.T,no,0,1.02,empty-history
2320.T,no,0,1.20,empty-history
2322.T,no,0,0.11,empty-history
2324.T,no,0,1.27,empty-history
2328.T,no,0,0.98,empty-history
2333.T,no,0,1.12,empty-history
2336.T,no,0,1.00,empty-history
2339.T,no,0,1.12,empty-history
2343.T,no,0,1.12,empty-history
2346.T,no,0,1.00,empty-history
2347.T,no,0,0.11,empty-history
2348.T,no,0,0.99,empty-history
2350.T,no,0,1.43,empty-history
2352.T,no,0,1.02,empty-history
2355.T,no,0,0.11,empty-history
2356.T,no,0,0.11,empty-history
2357.T,no,0,1.67,empty-history
2358.T,no,0,0.99,empty-history
2360.T,no,0,1.01,empty-history
2361.T,no,0,0.11,empty-history
2362.T,no,0,1.77,empty-history
2363.T,no,0,0.11,empty-history
2364.T,no,0,0.99,empty-history
2365.T,no,0,0.99,empty-history
2366.T,no,0,1.01,empty-history
2367.T,no,0,0.99,empty-history
2368.T,no,0,1.01,empty-history
2369.T,no,0,0.11,empty-history
2372.T,no,0,1.40,empty-history
2377.T,no,0,1.22,empty-history
2380.T,no,0,1.23,empty-history
2381.T,no,0,1.08,empty-history
2382.T,no,0,1.01,empty-history
2383.T,no,0,0.99,empty-history
2386.T,no,0,0.11,empty-history
2387.T,no,0,1.00,empty-history
2390.T,no,0,1.25,empty-history
2392.T,no,0,0.11,empty-history
2394.T,no,0,1.29,empty-history
2396.T,no,0,0.98,empty-history
2397.T,no,0,1.10,empty-history
2398.T,no,0,0.97,empty-history
2399.T,no,0,0.11,empty-history
2400.T,no,0,0.98,empty-history
2401.T,no,0,0.97,empty-history
2402.T,no,0,0.98,empty-history
2403.T,no,0,0.11,empty-history
2405.T,no,0,1.00,empty-history
2406.T,no,0,1.12,empty-history
2407.T,no,0,1.46,empty-history
2409.T,no,0,0.11,empty-history
2412.T,no,0,1.01,empty-history
2414.T,no,0,1.19,empty-history
2416.T,no,0,0.98,empty-history
2417.T,no,0,1.14,empty-history
2419.T,no,0,1.15,empty-history
2420.T,no,0,0.99,empty-history
2421.T,no,0,1.08,empty-history
2422.T,no,0,1.21,empty-history
2423.T,no,0,1.12,empty-history
2426.T,no,0,0.99,empty-history
2427.T,no,0,1.81,empty-history
2430.T,no,0,0.98,empty-history
2431.T,no,0,1.11,empty-history
2434.T,no,0,0.11,empty-history
2439.T,no,0,1.01,empty-history
2441.T,no,0,1.00,empty-history
2442.T,no,0,0.98,empty-history
2443.T,no,0,1.39,empty-history
2444.T,no,0,1.57,empty-history
2446.T,no,0,1.24,empty-history
2447.T,no,0,1.23,empty-history
2448.T,no,0,0.99,empty-history
2450.T,no,0,0.99,empty-history
2451.T,no,0,1.12,empty-history
2453.T,no,0,1.32,empty-history
2455.T,no,0,0.98,empty-history
2456.T,no,0,0.99,empty-history
2457.T,no,0,1.22,empty-history
2458.T,no,0,0.13,empty-history
2460.T,no,0,0.99,empty-history
2463.T,no,0,1.36,empty-history
2465.T,no,0,1.12,empty-history
2466.T,no,0,1.13,empty-history
2467.T,no,0,0.99,empty-history
2468.T,no,0,0.98,empty-history
2470.T,no,0,0.97,empty-history
2472.T,no,0,1.08,empty-history
2473.T,no,0,1.19,empty-history
2474.T,no,0,1.21,empty-history
2476.T,no,0,1.00,empty-history
2478.T,no,0,1.00,empty-history
2482.T,no,0,1.10,empty-history
2486.T,no,0,1.12,empty-history
2487.T,no,0,1.13,empty-history
2490.T,no,0,0.99,empty-history
2494.T,no,0,0.99,empty-history
2495.T,no,0,1.09,empty-history
2496.T,no,0,0.99,empty-history
2500.T,no,0,1.43,empty-history
2505.T,no,0,1.13,empty-history
2506.T,no,0,0.99,empty-history
2507.T,no,0,1.02,empty-history
2508.T,no,0,0.99,empty-history
2509.T,no,0,1.01,empty-history
2532.T,no,0,1.01,empty-history
2534.T,no,0,1.14,empty-history
2535.T,no,0,1.41,empty-history
2536.T,no,0,0.11,empty-history
2537.T,no,0,1.13,empty-history
2538.T,no,0,0.11,empty-history
2539.T,no,0,1.12,empty-history
2541.T,no,0,0.99,empty-history
2542.T,no,0,0.99,empty-history
2543.T,no,0,1.31,empty-history
2544.T,no,0,1.09,empty-history
2545.T,no,0,0.97,empty-history
2546.T,no,0,0.98,empty-history
2547.T,no,0,1.07,empty-history
2548.T,no,0,0.98,empty-history
2549.T,no,0,0.98,empty-history
2550.T,no,0,1.59,empty-history
2551.T,no,0,1.01,empty-history
2570.T,no,0,1.00,empty-history
2571.T,no,0,1.06,empty-history
2572.T,no,0,0.11,empty-history
2574.T,no,0,1.08,empty-history
2575.T,no,0,1.29,empty-history
2576.T,no,0,0.25,empty-history
2577.T,no,0,1.27,empty-history
2578.T,no,0,0.11,empty-history
2580.T,no,0,0.10,empty-history
2581.T,no,0,0.98,empty-history
2582.T,no,0,0.99,empty-history
2583.T,no,0,1.00,empty-history
2584.T,no,0,1.07,empty-history
2589.T,no,0,1.00,empty-history
2591.T,no,0,0.10,empty-history
2592.T,no,0,0.11,empty-history
2595.T,no,0,0.11,empty-history
2596.T,no,0,0.11,empty-history
2598.T,no,0,0.11,empty-history
2599.T,no,0,0.99,empty-history
2600.T,no,0,0.98,empty-history
2601.T,no,0,0.11,empty-history
2603.T,no,0,1.11,empty-history
2604.T,no,0,0.10,empty-history
2605.T,no,0,1.20,empty-history
2606.T,no,0,1.00,empty-history
2608.T,no,0,0.97,empty-history
2609.T,no,0,1.51,empty-history
2610.T,no,0,1.50,empty-history
2611.T,no,0,1.05,empty-history
2614.T,no,0,1.28,empty-history
2615.T,no,0,1.13,empty-history
2616.T,no,0,0.99,empty-history
2617.T,no,0,1.13,empty-history
2618.T,no,0,0.99,empty-history
2619.T,no,0,0.99,empty-history
2650.T,no,0,0.98,empty-history
2651.T,no,0,1.11,empty-history
2655.T,no,0,1.11,empty-history
2657.T,no,0,0.11,empty-history
2658.T,no,0,0.98,empty-history
2660.T,no,0,0.11,empty-history
2661.T,no,0,0.99,empty-history
2662.T,no,0,1.46,empty-history
2663.T,no,0,1.08,empty-history
2665.T,no,0,0.11,empty-history
2671.T,no,0,0.24,empty-history
2672.T,no,0,1.06,empty-history
2675.T,no,0,0.98,empty-history
2677.T,no,0,1.13,empty-history
2679.T,no,0,0.98,empty-history
2680.T,no,0,1.11,empty-history
2682.T,no,0,0.97,empty-history
2684.T,no,0,0.98,empty-history
2688.T,no,0,0.99,empty-history
2690.T,no,0,0.11,empty-history
2691.T,no,0,0.99,empty-history
2696.T,no,0,1.03,empty-history
2697.T,no,0,1.34,empty-history
2699.T,no,0,0.99,empty-history
2701.T,no,0,1.00,empty-history
2703.T,no,0,0.98,empty-history
2704.T,no,0,1.00,empty-history
2706.T,no,0,1.37,empty-history
2707.T,no,0,0.97,empty-history
2709.T,no,0,0.97,empty-history
2710.T,no,0,0.97,empty-history
2711.T,no,0,1.00,empty-history
2712.T,no,0,0.98,empty-history
2713.T,no,0,1.33,empty-history
2714.T,no,0,0.98,empty-history
2715.T,no,0,1.21,empty-history
2716.T,no,0,1.02,empty-history
2717.T,no,0,0.11,empty-history
2718.T,no,0,0.99,empty-history
2719.T,no,0,0.12,empty-history
2720.T,no,0,0.99,empty-history
2723.T,no,0,0.98,empty-history
2724.T,no,0,0.99,empty-history
2725.T,no,0,1.35,empty-history
2727.T,no,0,0.99,empty-history
2728.T,no,0,0.98,empty-history
2729.T,no,0,0.99,empty-history
2731.T,no,0,0.11,empty-history
2732.T,no,0,0.98,empty-history
2738.T,no,0,0.12,empty-history
2739.T,no,0,0.99,empty-history
2740.T,no,0,1.00,empty-history
2741.T,no,0,1.28,empty-history
2744.T,no,0,1.03,empty-history
2745.T,no,0,0.99,empty-history
2746.T,no,0,1.12,empty-history
2748.T,no,0,0.98,empty-history
2754.T,no,0,1.13,empty-history
2755.T,no,0,1.12,empty-history
2756.T,no,0,0.98,empty-history
2757.T,no,0,1.13,empty-history
2758.T,no,0,0.10,empty-history
2759.T,no,0,1.21,empty-history
2761.T,no,0,1.13,empty-history
2765.T,no,0,1.00,empty-history
2766.T,no,0,0.11,empty-history
2770.T,no,0,0.99,empty-history
2771.T,no,0,1.22,empty-history
2772.T,no,0,0.11,empty-history
2773.T,no,0,1.21,empty-history
2774.T,no,0,1.03,empty-history
2775.T,no,0,0.11,empty-history
2777.T,no,0,0.99,empty-history
2779.T,no,0,0.10,empty-history
2781.T,no,0,0.10,empty-history
2783.T,no,0,0.99,empty-history
2785.T,no,0,1.00,empty-history
2786.T,no,0,1.25,empty-history
2787.T,no,0,0.99,empty-history
2793.T,no,0,1.11,empty-history
2794.T,no,0,0.99,empty-history
2797.T,no,0,0.98,empty-history
2799.T,no,0,1.01,empty-history
2800.T,no,0,1.44,empty-history
2803.T,no,0,1.14,empty-history
2807.T,no,0,1.01,empty-history
2808.T,no,0,1.58,empty-history
2812.T,no,0,0.99,empty-history
2817.T,no,0,0.99,empty-history
2821.T,no,0,1.32,empty-history
2822.T,no,0,0.97,empty-history
2823.T,no,0,0.97,empty-history
2824.T,no,0,1.10,empty-history
2825.T,no,0,1.01,empty-history
2826.T,no,0,1.14,empty-history
2827.T,no,0,0.98,empty-history
2828.T,no,0,1.11,empty-history
2829.T,no,0,1.14,empty-history
2832.T,no,0,0.99,empty-history
2833.T,no,0,0.99,empty-history
2834.T,no,0,1.14,empty-history
2835.T,no,0,1.52,empty-history
2873.T,no,0,0.11,empty-history
2878.T,no,0,1.33,empty-history
2879.T,no,0,1.00,empty-history
2880.T,no,0,1.13,empty-history
2881.T,no,0,0.98,empty-history
2885.T,no,0,1.00,empty-history
2886.T,no,0,1.12,empty-history
2887.T,no,0,1.08,empty-history
2888.T,no,0,1.01,empty-history
2889.T,no,0,1.18,empty-history
2890.T,no,0,0.98,empty-history
2891.T,no,0,0.11,empty-history
2893.T,no,0,0.10,empty-history
2895.T,no,0,0.98,empty-history
2896.T,no,0,1.78,empty-history
2898.T,no,0,0.11,empty-history
2899.T,no,0,1.14,empty-history
2900.T,no,0,0.11,empty-history
2902.T,no,0,0.99,empty-history
2905.T,no,0,1.11,empty-history
2906.T,no,0,1.00,empty-history
2909.T,no,0,1.00,empty-history
2912.T,no,0,1.12,empty-history
2913.T,no,0,1.02,empty-history
2919.T,no,0,1.30,empty-history
2920.T,no,0,1.09,empty-history
2921.T,no,0,1.02,empty-history
2925.T,no,0,0.98,empty-history
2928.T,no,0,1.13,empty-history
2939.T,no,0,1.01,empty-history
2940.T,no,0,0.98,empty-history
2941.T,no,0,1.07,empty-history
2942.T,no,0,0.99,empty-history
2943.T,no,0,1.14,empty-history
2944.T,no,0,1.03,empty-history
2945.T,no,0,1.01,empty-history
2946.T,no,0,1.35,empty-history
2947.T,no,0,1.00,empty-history
2948.T,no,0,1.32,empty-history
2949.T,no,0,1.02,empty-history
2950.T,no,0,0.99,empty-history
2951.T,no,0,1.03,empty-history
2952.T,no,0,1.01,empty-history
2953.T,no,0,1.37,empty-history
2954.T,no,0,1.02,empty-history
2955.T,no,0,1.01,empty-history
2956.T,no,0,0.98,empty-history
2957.T,no,0,1.01,empty-history
2958.T,no,0,1.01,empty-history
2959.T,no,0,1.36,empty-history
2960.T,no,0,1.38,empty-history
2963.T,no,0,0.98,empty-history
2964.T,no,0,1.01,empty-history
2965.T,no,0,0.97,empty-history
2966.T,no,0,1.05,empty-history
2967.T,no,0,1.21,empty-history
2968.T,no,0,1.02,empty-history
2969.T,no,0,0.99,empty-history
2973.T,no,0,1.14,empty-history
2974.T,no,0,1.01,empty-history
2976.T,no,0,1.26,empty-history
2987.T,no,0,0.97,empty-history
2988.T,no,0,1.00,empty-history
2996.T,no,0,0.98,empty-history
3000.T,no,0,0.97,empty-history
3005.T,no,0,1.10,empty-history
3006.T,no,0,0.99,empty-history
3007.T,no,0,0.10,empty-history
3008.T,no,0,1.34,empty-history
3009.T,no,0,0.10,empty-history
3012.T,no,0,0.98,empty-history
3013.T,no,0,1.29,empty-history
3014.T,no,0,1.17,empty-history
3015.T,no,0,1.00,empty-history
3016.T,no,0,1.35,empty-history
3017.T,no,0,0.98,empty-history
3018.T,no,0,0.99,empty-history
3019.T,no,0,1.09,empty-history
3022.T,no,0,0.11,empty-history
3025.T,no,0,0.99,empty-history
3026.T,no,0,0.99,empty-history
3027.T,no,0,0.99,empty-history
3029.T,no,0,0.98,empty-history
3032.T,no,0,0.97,empty-history
3033.T,no,0,0.99,empty-history
3037.T,no,0,0.98,empty-history
3043.T,no,0,1.14,empty-history
3044.T,no,0,1.14,empty-history
3047.T,no,0,0.98,empty-history
3049.T,no,0,0.99,empty-history
3051.T,no,0,1.36,empty-history
3052.T,no,0,1.50,empty-history
3055.T,no,0,0.98,empty-history
3056.T,no,0,1.03,empty-history
3057.T,no,0,1.00,empty-history
3060.T,no,0,0.98,empty-history
3061.T,no,0,1.00,empty-history
3062.T,no,0,1.50,empty-history
3066.T,no,0,1.58,empty-history
3072.T,no,0,1.30,empty-history
3074.T,no,0,0.99,empty-history
3078.T,no,0,1.00,empty-history
3081.T,no,0,1.00,empty-history
3084.T,no,0,0.99,empty-history
3085.T,no,0,0.99,empty-history
3090.T,no,0,1.00,empty-history
3095.T,no,0,1.04,empty-history
3098.T,no,0,1.00,empty-history
3100.T,no,0,0.98,empty-history
3102.T,no,0,0.11,empty-history
3108.T,no,0,1.00,empty-history
3112.T,no,0,1.01,empty-history
3114.T,no,0,0.99,empty-history
3115.T,no,0,1.38,empty-history
3117.T,no,0,1.15,empty-history
3118.T,no,0,0.98,empty-history
3119.T,no,0,1.13,empty-history
3120.T,no,0,1.00,empty-history
3122.T,no,0,1.14,empty-history
3124.T,no,0,1.12,empty-history
3125.T,no,0,0.99,empty-history
3126.T,no,0,1.01,empty-history
3127.T,no,0,1.01,empty-history
3128.T,no,0,1.01,empty-history
3129.T,no,0,0.99,empty-history
3130.T,no,0,1.16,empty-history
3136.T,no,0,1.36,empty-history
3142.T,no,0,0.98,empty-history
3144.T,no,0,1.00,empty-history
3145.T,no,0,0.98,empty-history
3146.T,no,0,1.13,empty-history
3147.T,no,0,0.99,empty-history
3149.T,no,0,1.01,empty-history
3152.T,no,0,0.99,empty-history
3155.T,no,0,1.00,empty-history
3158.T,no,0,1.37,empty-history
3162.T,no,0,1.02,empty-history
3163.T,no,0,1.01,empty-history
3164.T,no,0,1.22,empty-history
3165.T,no,0,0.99,empty-history
3170.T,no,0,0.99,empty-history
3171.T,no,0,0.99,empty-history
3188.T,no,0,1.03,empty-history
3194.T,no,0,1.12,empty-history
3200.T,no,0,1.17,empty-history
3203.T,no,0,1.02,empty-history
3206.T,no,0,0.10,empty-history
3207.T,no,0,0.11,empty-history
3208.T,no,0,1.03,empty-history
3209.T,no,0,1.25,empty-history
3210.T,no,0,1.20,empty-history
3211.T,no,0,1.08,empty-history
3212.T,no,0,1.55,empty-history
3213.T,no,0,0.99,empty-history
3214.T,no,0,1.13,empty-history
3215.T,no,0,1.00,empty-history
3216.T,no,0,0.11,empty-history
3217.T,no,0,0.98,empty-history
3218.T,no,0,1.22,empty-history
3219.T,no,0,1.19,empty-history
3220.T,no,0,0.99,empty-history
3225.T,no,0,1.13,empty-history
3227.T,no,0,1.11,empty-history
3228.T,no,0,0.99,empty-history
3229.T,no,0,1.54,empty-history
3230.T,no,0,1.13,empty-history
3233.T,no,0,0.98,empty-history
3235.T,no,0,1.02,empty-history
3239.T,no,0,1.30,empty-history
3240.T,no,0,1.35,empty-history
3243.T,no,0,0.98,empty-history
3244.T,no,0,1.23,empty-history
3247.T,no,0,0.98,empty-history
3250.T,no,0,1.02,empty-history
3251.T,no,0,0.99,empty-history
3253.T,no,0,1.10,empty-history
3254.T,no,0,1.00,empty-history
3255.T,no,0,1.01,empty-history
3256.T,no,0,1.38,empty-history
3257.T,no,0,1.08,empty-history
3258.T,no,0,1.14,empty-history
3259.T,no,0,1.28,empty-history
3260.T,no,0,1.01,empty-history
3262.T,no,0,1.00,empty-history
3263.T,no,0,0.98,empty-history
3264.T,no,0,0.99,empty-history
3265.T,no,0,1.00,empty-history
3268.T,no,0,1.13,empty-history
3270.T,no,0,0.98,empty-history
3272.T,no,0,1.01,empty-history
3273.T,no,0,1.29,empty-history
3274.T,no,0,0.99,empty-history
3275.T,no,0,1.12,empty-history
3278.T,no,0,1.49,empty-history
3285.T,no,0,0.98,empty-history
3298.T,no,0,1.00,empty-history
3301.T,no,0,1.31,empty-history
3303.T,no,0,1.13,empty-history
3304.T,no,0,0.11,empty-history
3305.T,no,0,0.99,empty-history
3307.T,no,0,1.01,empty-history
3308.T,no,0,0.98,empty-history
3310.T,no,0,1.28,empty-history
3311.T,no,0,0.11,empty-history
3312.T,no,0,1.26,empty-history
3313.T,no,0,0.13,empty-history
3314.T,no,0,1.01,empty-history
3316.T,no,0,1.35,empty-history
3318.T,no,0,1.01,empty-history
3319.T,no,0,1.35,empty-history
3322.T,no,0,1.00,empty-history
3324.T,no,0,0.98,empty-history
3325.T,no,0,0.11,empty-history
3327.T,no,0,1.31,empty-history
3328.T,no,0,1.20,empty-history
3330.T,no,0,0.10,empty-history
3331.T,no,0,1.32,empty-history
3332.T,no,0,0.11,empty-history
3334.T,no,0,1.00,empty-history
3335.T,no,0,1.09,empty-history
3336.T,no,0,0.98,empty-history
3337.T,no,0,0.10,empty-history
3338.T,no,0,1.19,empty-history
3339.T,no,0,0.97,empty-history
3340.T,no,0,1.00,empty-history
3342.T,no,0,1.37,empty-history
3343.T,no,0,0.10,empty-history
3344.T,no,0,1.16,empty-history
3345.T,no,0,0.97,empty-history
3346.T,no,0,1.11,empty-history
3347.T,no,0,0.98,empty-history
3348.T,no,0,0.99,empty-history
3351.T,no,0,1.11,empty-history
3354.T,no,0,1.20,empty-history
3356.T,no,0,1.15,empty-history
3357.T,no,0,1.13,empty-history
3362.T,no,0,0.99,empty-history
3363.T,no,0,0.99,empty-history
3364.T,no,0,1.51,empty-history
3365.T,no,0,1.35,empty-history
3366.T,no,0,1.01,empty-history
3367.T,no,0,0.99,empty-history
3368.T,no,0,1.37,empty-history
3369.T,no,0,0.98,empty-history
3373.T,no,0,1.48,empty-history
3376.T,no,0,1.04,empty-history
3378.T,no,0,1.00,empty-history
3379.T,no,0,1.18,empty-history
3380.T,no,0,1.01,empty-history
3381.T,no,0,1.36,empty-history
3383.T,no,0,1.12,empty-history
3384.T,no,0,1.00,empty-history
3385.T,no,0,0.99,empty-history
3389.T,no,0,1.17,empty-history
3390.T,no,0,1.14,empty-history
3394.T,no,0,1.38,empty-history
3398.T,no,0,0.98,empty-history
3400.T,no,0,0.99,empty-history
3403.T,no,0,0.11,empty-history
3404.T,no,0,0.11,empty-history
3406.T,no,0,1.01,empty-history
3408.T,no,0,0.99,empty-history
3410.T,no,0,1.28,empty-history
3411.T,no,0,0.99,empty-history
3412.T,no,0,1.05,empty-history
3413.T,no,0,1.11,empty-history
3414.T,no,0,0.99,empty-history
3415.T,yes,23,0.13,
3419.T,no,0,0.99,empty-history
3424.T,no,0,1.42,empty-history
3425.T,no,0,1.20,empty-history
3427.T,no,0,0.99,empty-history
3428.T,no,0,0.10,empty-history
3429.T,no,0,1.00,empty-history
3430.T,no,0,0.99,empty-history
3432.T,no,0,0.11,empty-history
3438.T,no,0,1.00,empty-history
3442.T,no,0,1.12,empty-history
3453.T,no,0,1.09,empty-history
3456.T,no,0,0.99,empty-history
3458.T,no,0,0.99,empty-history
3460.T,no,0,0.11,empty-history
3464.T,no,0,0.99,empty-history
3473.T,no,0,1.36,empty-history
3478.T,no,0,1.23,empty-history
3485.T,no,0,1.21,empty-history
3493.T,no,0,1.20,empty-history
3497.T,no,0,1.04,empty-history
3499.T,no,0,1.02,empty-history
3500.T,no,0,0.99,empty-history
3502.T,no,0,0.99,empty-history
3503.T,no,0,1.07,empty-history
3504.T,no,0,1.17,empty-history
3505.T,no,0,1.36,empty-history
3506.T,no,0,1.02,empty-history
3507.T,no,0,0.99,empty-history
3508.T,no,0,0.98,empty-history
3509.T,no,0,0.98,empty-history
3510.T,no,0,0.97,empty-history
3511.T,no,0,0.98,empty-history
3514.T,no,0,0.11,empty-history
3515.T,no,0,1.00,empty-history
3516.T,no,0,0.99,empty-history
3517.T,no,0,0.97,empty-history
3518.T,no,0,1.29,empty-history
3519.T,no,0,1.07,empty-history
3520.T,no,0,0.98,empty-history
3522.T,no,0,1.10,empty-history
3523.T,no,0,1.09,empty-history
3524.T,yes,23,0.14,
3525.T,no,0,0.99,empty-history
3526.T,yes,23,0.14,
3527.T,no,0,1.19,empty-history
3528.T,no,0,0.97,empty-history
3529.T,yes,23,0.15,
3530.T,no,0,1.12,empty-history
3531.T,no,0,0.99,empty-history
3532.T,no,0,0.11,empty-history
3533.T,no,0,0.10,empty-history
3534.T,no,0,0.10,empty-history
3535.T,no,0,0.98,empty-history
3536.T,yes,23,0.13,
3540.T,yes,14,0.13,
3545.T,no,0,0.97,empty-history
3547.T,yes,23,0.13,
3551.T,yes,23,0.14,
3552.T,no,0,1.28,empty-history
3553.T,yes,23,0.15,
3554.T,no,0,0.98,empty-history
3555.T,no,0,1.38,empty-history
3556.T,yes,23,0.12,
3559.T,yes,23,0.12,
3561.T,yes,23,0.12,
3563.T,yes,23,0.12,
3564.T,no,0,0.98,empty-history
3565.T,yes,23,0.12,
3567.T,no,0,0.98,empty-history
3568.T,no,0,1.12,empty-history
3570.T,no,0,0.98,empty-history
3572.T,no,0,1.36,empty-history
3573.T,no,0,1.11,empty-history
3574.T,no,0,1.11,empty-history
3575.T,no,0,1.33,empty-history
3576.T,no,0,1.18,empty-history
3578.T,no,0,0.97,empty-history
3579.T,no,0,0.98,empty-history
3580.T,yes,23,0.14,
3581.T,no,0,1.00,empty-history
3582.T,no,0,1.01,empty-history
3583.T,yes,23,0.15,
3584.T,no,0,0.11,empty-history
3585.T,no,0,0.97,empty-history
3586.T,no,0,0.98,empty-history
3587.T,no,0,0.98,empty-history
3588.T,no,0,1.16,empty-history
3589.T,no,0,1.17,empty-history
3590.T,no,0,1.22,empty-history
3592.T,no,0,1.33,empty-history
3594.T,no,0,1.18,empty-history
3595.T,no,0,1.34,empty-history
3596.T,no,0,0.11,empty-history
3598.T,yes,23,0.16,
3599.T,no,0,0.98,empty-history
3601.T,no,0,0.10,empty-history
3602.T,no,0,1.40,empty-history
3603.T,no,0,1.15,empty-history
3604.T,no,0,0.99,empty-history
3605.T,no,0,0.10,empty-history
3606.T,no,0,1.07,empty-history
3609.T,no,0,1.00,empty-history
3610.T,no,0,0.11,empty-history
3613.T,no,0,1.13,empty-history
3614.T,no,0,1.13,empty-history
3615.T,no,0,1.01,empty-history
3616.T,no,0,1.11,empty-history
3617.T,no,0,1.11,empty-history
3618.T,no,0,0.99,empty-history
3619.T,no,0,0.99,empty-history
3620.T,no,0,0.98,empty-history
3621.T,no,0,1.00,empty-history
3624.T,yes,23,0.11,
3625.T,yes,23,0.13,
3627.T,yes,23,0.13,
3629.T,no,0,0.99,empty-history
3630.T,no,0,1.11,empty-history
3631.T,no,0,1.09,empty-history
3636.T,yes,23,0.13,
3637.T,no,0,1.00,empty-history
3638.T,no,0,1.18,empty-history
3640.T,yes,23,0.14,
3642.T,no,0,0.99,empty-history
3643.T,no,0,1.31,empty-history
3644.T,no,0,1.19,empty-history
3646.T,yes,23,0.13,
3650.T,no,0,1.50,empty-history
3651.T,no,0,0.11,empty-history
3653.T,yes,23,0.11,
3654.T,no,0,0.98,empty-history
3658.T,no,0,1.47,empty-history
3659.T,yes,23,0.12,
3662.T,yes,23,0.14,
3663.T,yes,23,0.12,
3666.T,no,0,0.99,empty-history
3669.T,no,0,0.11,empty-history
3673.T,yes,23,0.13,
3676.T,yes,23,0.13,
3677.T,no,0,1.22,empty-history
3678.T,yes,23,0.12,
3680.T,yes,23,0.12,
3684.T,no,0,0.98,empty-history
3685.T,no,0,0.11,empty-history
3689.T,no,0,1.11,empty-history
3691.T,yes,23,0.11,
3693.T,no,0,1.13,empty-history
3699.T,no,0,1.20,empty-history
3700.T,no,0,1.35,empty-history
3701.T,no,0,1.01,empty-history
3702.T,no,0,1.35,empty-history
3703.T,no,0,1.00,empty-history
3704.T,no,0,0.99,empty-history
3705.T,no,0,1.22,empty-history
3706.T,no,0,0.11,empty-history
3707.T,no,0,0.98,empty-history
3709.T,no,0,0.99,empty-history
3711.T,no,0,0.99,empty-history
3713.T,no,0,0.11,empty-history
3714.T,no,0,0.13,empty-history
3715.T,no,0,0.11,empty-history
3716.T,no,0,0.11,empty-history
3717.T,no,0,0.11,empty-history
3718.T,no,0,0.98,empty-history
3719.T,yes,23,0.11,
3720.T,no,0,0.10,empty-history
3721.T,no,0,1.13,empty-history
3722.T,no,0,0.14,empty-history
3724.T,no,0,1.29,empty-history
3725.T,no,0,0.99,empty-history
3726.T,yes,23,0.11,
3727.T,yes,23,0.12,
3728.T,no,0,1.55,empty-history
3729.T,no,0,0.99,empty-history
3730.T,no,0,0.12,empty-history
3731.T,no,0,0.11,empty-history
3732.T,no,0,1.60,empty-history
3734.T,no,0,0.11,empty-history
3735.T,no,0,0.11,empty-history
3736.T,no,0,0.11,empty-history
3737.T,no,0,0.98,empty-history
3738.T,no,0,0.97,empty-history
3739.T,no,0,0.99,empty-history
3740.T,no,0,0.11,empty-history
3742.T,no,0,0.11,empty-history
3743.T,no,0,1.09,empty-history
3745.T,no,0,0.11,empty-history
3746.T,no,0,0.12,empty-history
