ticker,pattern,months_ago,latest_price,prev_open,prev_close,curr_open,curr_close,max_rise_pct
1333.T,bullish_engulfing,9,1031.8203125,1030.177274688961,1001.588623046875,998.9598117726187,1031.8203125,53.66
1417.T,bullish_engulfing,9,2676.3193359375,2518.9757370103334,2503.685302734375,2496.780036585998,2676.3193359375,51.78
1447.T,bullish_engulfing,5,251.0,244.0,239.0,238.0,251.0,62.55
1515.T,bullish_engulfing,8,1677.726806640625,1476.3996189311745,1472.4520263671875,1472.4519973575368,1677.726806640625,149.44
1542.T,bullish_engulfing,5,24780.0,22795.0,22280.0,22280.0,24780.0,129.22
1627.T,bullish_engulfing,10,8412.919921875,8370.60949625779,8130.521484375,8130.521323327851,8412.919921875,57.08
1629.T,bullish_engulfing,9,85041.5703125,84432.40190822713,84210.0078125,84122.98598280273,85041.5703125,72.62
1631.T,bullish_engulfing,9,21598.509765625,20854.560299130822,20811.36328125,20748.968381510418,21598.509765625,60.43
1675.T,bullish_engulfing,7,17350.0,16570.0,14865.0,14855.0,17350.0,54.67
1726.T,bullish_engulfing,9,339.04583740234375,318.5272137677228,316.57305908203125,316.5730585543498,339.04583740234375,56.03
1768.T,bullish_engulfing,6,1042.0,999.0,986.0,984.0,1042.0,61.61
1811.T,bullish_engulfing,10,4280.0,4280.0,4275.0,4265.0,4280.0,128.04
1815.T,bullish_engulfing,10,2888.0,2760.0,2678.0,2671.0,2888.0,76.25
1852.T,bullish_engulfing,10,737.2359619140625,733.3092776418864,723.4925537109375,721.5292037374646,737.2359619140625,56.26
1860.T,bullish_engulfing,10,898.372802734375,885.816352771744,878.164794921875,874.6333038455067,898.372802734375,81.49
1861.T,bullish_engulfing,9,1112.1343994140625,1037.0899190048162,1029.70849609375,1021.0968490195486,1112.1343994140625,81.63
1871.T,bullish_engulfing,9,1798.47314453125,1754.4409404776688,1692.7957763671875,1692.795723633875,1798.47314453125,90.44
1909.T,bullish_engulfing,8,6242.18603515625,5137.110083150585,5107.2431640625,5057.464921625798,6242.18603515625,102.33
1950.T,bullish_engulfing,7,2859.0,2786.0,2725.0,2708.0,2859.0,85.38
1982.T,bullish_engulfing,10,3669.5419921875,3456.886539761272,3372.8134765625,3353.0316316753706,3669.5419921875,77.95
1997.T,bullish_engulfing,10,2750.6337890625,2447.581680774893,2253.589599609375,2253.589437705592,2750.6337890625,51.6
2108.T,bullish_engulfing,10,2410.0,2351.0,2330.0,2326.0,2410.0,87.55
2321.T,bullish_engulfing,6,247.0,189.0,185.0,182.0,247.0,63.16
2323.T,bullish_engulfing,9,153.0,147.0,144.3333282470703,144.3333282470703,153.0,196.73
2384.T,bullish_engulfing,10,2836.02587890625,2787.1962472767195,2647.54345703125,2638.7541063377025,2836.02587890625,50.56
