ticker,cross_month,ma9,ma24,latest_close
7238.T,2026-05,120.67,120.42,118.0
6444.T,2026-04,151.11,147.67,170.0
4720.T,2026-05,256.62,254.36,232.0
3776.T,2026-04,190.85,182.06,253.0
7183.T,2026-05,177.67,172.28,256.0
6428.T,2026-04,321.56,319.39,318.0
8887.T,2026-04,402.16,392.1,351.0
3607.T,2026-05,340.37,339.28,368.0
7883.T,2026-05,358.42,357.05,369.0
2445.T,2026-04,399.4,392.35,393.0
7217.T,2026-05,394.22,387.58,437.0
4657.T,2026-04,445.22,440.68,478.0
2139.T,2026-05,455.9,448.2,496.0
3986.T,2026-05,487.07,485.72,522.0
3041.T,2026-04,486.44,469.03,556.0
1994.T,2026-04,524.71,519.43,590.0
6218.T,2026-05,540.45,529.33,598.0
2215.T,2026-04,611.67,603.42,605.0
9656.T,2026-04,610.76,607.7,607.0
3710.T,2026-04,594.66,594.28,617.0
5932.T,2026-05,646.61,644.66,637.0
3628.T,2026-05,523.89,522.12,639.0
7561.T,2026-05,657.12,653.48,649.0
7774.T,2026-05,577.56,564.21,653.0
6771.T,2026-05,654.41,643.94,654.0
7868.T,2026-05,496.49,490.79,655.0
9218.T,2026-04,802.97,793.83,698.0
3439.T,2026-04,644.89,642.2,702.0
7347.T,2026-04,799.11,798.43,716.0
3058.T,2026-05,688.67,688.29,717.0
7820.T,2026-04,798.41,797.69,725.0
1579.T,2026-05,533.8,379.91,748.0
4712.T,2026-05,742.62,738.01,800.0
9517.T,2026-04,733.97,723.19,814.0
1685.T,2026-05,563.22,546.45,833.5
7427.T,2026-05,891.84,886.68,840.0
4394.T,2026-05,798.41,795.8,870.0
9713.T,2026-04,941.14,941.03,901.0
6522.T,2026-04,559.44,518.08,914.0
8289.T,2026-04,499.33,468.42,938.0
1568.T,2026-05,774.99,591.65,938.6
5464.T,2026-04,952.51,942.35,945.0
9344.T,2026-04,901.11,889.03,949.0
7065.T,2026-05,881.11,880.13,983.0
1687.T,2026-05,922.28,915.96,1017.5
5381.T,2026-04,628.31,594.88,1025.0
9213.T,2026-05,906.71,895.97,1047.0
9903.T,2026-05,877.95,875.05,1078.0
7983.T,2026-04,1229.28,1225.41,1107.0
6730.T,2026-04,1177.04,1145.67,1111.0
7794.T,2026-04,784.44,775.5,1125.0
4974.T,2026-04,964.44,953.82,1143.0
3172.T,2026-05,1142.51,1136.31,1152.0
2433.T,2026-05,1118.5,1116.71,1152.5
5142.T,2026-05,1343.94,1341.13,1212.0
5250.T,2026-05,1117.0,1109.74,1236.0
9519.T,2026-04,830.89,813.42,1270.0
5659.T,2026-04,1190.14,1163.97,1458.0
7502.T,2026-04,1780.47,1778.01,1590.0
3075.T,2026-04,1569.53,1563.91,1599.0
7458.T,2026-04,1629.43,1624.78,1642.5
5903.T,2026-04,1250.33,1243.85,1697.0
7730.T,2026-05,1523.09,1510.44,1724.0
8008.T,2026-04,1744.53,1731.05,1791.0
9048.T,2026-04,1691.08,1674.01,1805.5
3446.T,2026-04,1517.67,1449.58,1825.0
6902.T,2026-04,2056.51,2048.62,1850.5
3907.T,2026-05,891.18,852.1,1935.0
4425.T,2026-05,1613.56,1480.04,1953.0
7480.T,2026-05,1688.42,1684.13,2035.0
8088.T,2026-05,1809.28,1753.11,2061.0
2790.T,2026-05,2100.7,2066.3,2125.0
4027.T,2026-04,1433.75,1431.43,2132.0
3558.T,2026-04,1580.35,1569.56,2289.0
4055.T,2026-04,1489.97,1488.65,2381.0
5257.T,2026-05,2581.47,2575.76,2588.0
1694.T,2026-04,2267.89,2226.71,2600.5
7976.T,2026-05,2274.24,2253.14,2642.0
7745.T,2026-04,2234.75,2167.96,2757.0
6363.T,2026-05,2420.85,2353.29,2871.0
4367.T,2026-05,2233.65,2201.1,2890.0
6965.T,2026-05,1878.31,1780.57,2932.5
1407.T,2026-05,1913.72,1850.04,2974.0
3374.T,2026-04,2225.33,2205.59,3035.0
2204.T,2026-05,3081.71,3078.41,3090.0
7716.T,2026-04,2267.06,2236.49,3145.0
1878.T,2026-04,3162.65,3120.86,3219.0
3436.T,2026-04,1621.86,1500.66,3354.0
6918.T,2026-05,2738.66,2693.26,3360.0
7637.T,2026-04,2313.76,2307.23,3460.0
9041.T,2026-05,3154.61,3148.89,3524.0
7769.T,2026-05,3554.02,3509.79,3600.0
7701.T,2026-05,3982.37,3977.56,3825.0
6266.T,2026-05,2537.15,2507.17,3830.0
4523.T,2026-05,4619.4,4597.84,3980.0
2644.T,2026-04,2754.42,2625.69,4069.0
2760.T,2026-05,3312.18,3166.97,4175.0
9793.T,2026-04,3594.58,3566.95,4215.0
6391.T,2026-04,3820.43,3716.86,4315.0
7944.T,2026-04,3607.17,3523.47,4555.0
6723.T,2026-04,2240.29,2182.51,4589.0
9706.T,2026-04,4825.84,4797.47,5048.0
4967.T,2026-05,5505.56,5488.87,5714.0
2780.T,2026-04,3521.18,3480.08,5950.0
6951.T,2026-04,5470.27,5324.61,6984.0
4063.T,2026-04,5331.49,5210.11,7022.0
5918.T,2026-04,7095.69,7013.2,7120.0
6506.T,2026-04,4322.85,4238.27,7293.0
5310.T,2026-04,4986.13,4830.78,7700.0
6324.T,2026-04,3500.31,3480.78,8000.0
6866.T,2026-04,6862.74,6820.33,12710.0
9285.T,2026-05,50148.63,49683.59,49500.0
6273.T,2026-05,60234.26,58653.95,66960.0
2033.T,2026-05,26043.33,19633.33,119300.0
