ticker,cross_month,ma9,ma24,latest_close
7238.T,2026-05,121.33,120.67,114.0
7810.T,2026-06,169.89,169.04,161.0
4720.T,2026-05,257.4,254.65,228.0
7183.T,2026-05,177.78,172.32,257.0
2195.T,2026-06,382.78,377.05,338.0
4572.T,2026-06,332.67,321.12,345.0
3607.T,2026-05,340.93,339.49,366.0
9268.T,2026-06,378.6,376.82,379.0
7883.T,2026-05,358.76,357.17,380.0
7217.T,2026-05,394.89,387.83,406.0
7868.T,2026-05,489.6,488.21,487.0
2139.T,2026-05,455.46,448.03,492.0
3986.T,2026-05,487.3,485.8,530.0
3628.T,2026-05,529.0,524.04,536.0
7213.T,2026-06,471.03,462.82,576.0
6218.T,2026-05,540.67,529.41,589.0
5932.T,2026-05,633.74,632.1,625.0
7561.T,2026-05,657.01,653.44,642.0
7774.T,2026-05,573.44,562.67,642.0
6771.T,2026-05,653.41,643.57,647.0
8104.T,2026-06,596.36,585.57,654.0
1685.T,2026-06,549.53,541.32,710.3
6035.T,2026-06,754.02,750.24,715.0
4712.T,2026-05,742.85,738.09,817.0
7427.T,2026-05,892.28,886.85,834.0
9330.T,2026-06,834.44,834.38,842.0
3907.T,2026-05,831.41,829.68,868.0
1579.T,2026-05,537.29,381.22,886.4
7600.T,2026-06,586.63,581.09,905.0
7065.T,2026-05,881.11,880.13,945.0
4351.T,2026-05,889.19,879.54,955.0
1687.T,2026-06,918.2,914.43,980.8
9846.T,2026-06,965.12,960.95,990.0
1568.T,2026-05,776.12,592.07,999.0
7067.T,2026-06,999.07,998.5,999.0
9213.T,2026-05,906.37,895.84,1050.0
9903.T,2026-05,873.62,873.43,1105.0
5250.T,2026-05,1112.89,1108.19,1135.0
7951.T,2026-06,1102.42,1081.46,1135.5
3172.T,2026-05,1142.18,1136.19,1147.0
7069.T,2026-06,876.33,875.29,1182.0
7343.T,2026-06,1207.32,1202.16,1184.0
5142.T,2026-05,1344.5,1341.34,1216.0
6966.T,2026-06,822.33,811.48,1248.0
6062.T,2026-06,1294.46,1267.63,1330.0
7508.T,2026-06,1344.18,1342.37,1346.0
7726.T,2026-06,1074.22,1051.36,1444.0
5218.T,2026-05,1174.37,1174.37,1643.0
7730.T,2026-05,1526.2,1511.61,1688.0
2937.T,2026-06,1674.96,1672.53,1699.0
5423.T,2026-06,1568.97,1566.28,1776.0
2154.T,2026-06,1811.08,1804.03,1880.0
8088.T,2026-05,1804.28,1751.23,1913.0
4100.T,2026-06,1479.11,1405.83,2009.0
4425.T,2026-05,1600.0,1474.96,2016.0
5461.T,2026-06,2162.81,2143.19,2026.0
2175.T,2026-06,1636.75,1596.12,2032.0
2871.T,2026-06,1919.69,1903.91,2069.0
2790.T,2026-05,2098.03,2065.3,2100.0
7480.T,2026-05,1688.42,1684.13,2198.0
1407.T,2026-05,1882.72,1838.41,2308.0
4801.T,2026-06,2394.71,2391.6,2415.0
5257.T,2026-05,2578.35,2574.59,2516.0
7976.T,2026-05,2272.13,2252.34,2556.0
3687.T,2026-06,1796.67,1785.95,2717.0
6965.T,2026-05,1870.59,1777.68,2770.5
4367.T,2026-05,2244.76,2205.27,2775.0
2229.T,2026-06,2920.96,2918.37,2788.5
6363.T,2026-05,2403.52,2346.79,3025.0
2204.T,2026-05,3081.15,3078.2,3155.0
1695.T,2026-06,3026.22,2998.54,3210.0
7952.T,2026-05,2702.33,2682.55,3275.0
9041.T,2026-05,3161.61,3151.52,3384.0
6918.T,2026-05,2756.99,2700.13,3450.0
7734.T,2026-06,3370.1,3341.73,3715.0
7769.T,2026-05,3561.79,3512.7,3730.0
6141.T,2026-06,2881.27,2876.3,3756.0
7701.T,2026-05,3976.81,3975.47,3834.0
4369.T,2026-06,3216.81,3157.95,3885.0
4523.T,2026-05,4619.85,4598.01,3969.0
2760.T,2026-05,3296.63,3161.13,4170.0
4928.T,2026-06,4495.56,4475.71,4225.0
7433.T,2026-06,4123.78,4031.54,4520.0
6266.T,2026-05,2522.15,2501.54,4615.0
4967.T,2026-05,5520.9,5494.62,5283.0
6645.T,2026-06,4779.17,4686.1,5830.0
9285.T,2026-05,50087.52,49660.67,48750.0
6273.T,2026-05,60473.15,58743.54,72600.0
6861.T,2026-06,63543.09,62272.91,77520.0
2033.T,2026-06,29443.33,20908.33,149900.0
