ticker,cross_month,ma9,ma24,latest_close
4586.T,2026-02,109.78,105.58,83.0
6740.T,2026-02,20.89,20.04,95.0
4596.T,2026-02,78.0,67.29,96.0
9980.T,2026-02,97.41,96.5,101.0
3358.T,2026-03,97.56,96.57,102.0
3315.T,2026-02,105.78,104.66,105.0
7992.T,2026-02,116.33,116.21,110.0
4829.T,2026-03,118.78,118.46,112.0
4426.T,2026-02,162.11,161.55,163.0
6046.T,2026-02,143.78,141.88,166.0
6444.T,2026-04,151.33,147.75,176.0
2255.T,2026-02,199.82,199.45,210.3
2435.T,2026-02,209.63,208.6,215.0
3776.T,2026-04,188.74,181.27,227.0
7494.T,2026-03,242.01,241.88,235.0
9969.T,2026-02,248.79,247.99,238.0
7359.T,2026-02,376.0,372.83,245.0
8705.T,2026-02,184.9,181.05,263.0
3423.T,2026-03,266.02,261.76,272.0
7908.T,2026-02,250.98,246.49,273.0
8207.T,2026-03,285.67,284.21,285.0
1447.T,2026-03,302.36,300.01,306.0
7367.T,2026-02,338.83,338.69,322.0
3796.T,2026-03,252.73,249.66,327.0
6428.T,2026-04,321.56,319.39,327.0
7445.T,2026-02,300.44,296.0,333.0
4392.T,2026-02,304.18,296.89,347.0
6663.T,2026-02,283.49,279.44,348.0
9514.T,2026-02,374.35,373.94,355.0
7256.T,2026-03,156.22,149.0,375.0
8887.T,2026-04,403.27,392.52,388.0
7247.T,2026-02,352.85,338.51,392.0
2445.T,2026-04,399.84,392.52,396.0
3192.T,2026-02,281.11,279.21,399.0
6325.T,2026-03,396.86,396.11,402.0
2437.T,2026-02,362.44,361.42,421.0
3787.T,2026-02,585.44,583.58,425.0
7217.T,2026-04,389.09,388.77,427.0
3744.T,2026-02,487.89,469.79,431.0
2373.T,2026-02,432.74,423.85,443.0
7461.T,2026-02,484.01,480.85,457.0
2876.T,2026-03,433.9,433.44,463.0
9240.T,2026-02,544.22,543.04,468.0
7625.T,2026-03,400.26,388.84,475.0
4657.T,2026-04,447.0,441.34,492.0
7244.T,2026-02,459.28,444.03,515.0
7150.T,2026-02,508.9,500.54,529.0
8617.T,2026-03,497.56,479.78,536.0
2170.T,2026-03,517.85,515.61,539.0
3939.T,2026-02,493.94,488.31,547.0
6699.T,2026-02,578.08,574.88,554.0
1994.T,2026-04,525.27,519.64,560.0
3041.T,2026-04,489.78,470.28,570.0
3634.T,2026-03,688.89,685.98,578.0
9501.T,2026-02,667.57,646.33,584.8
7872.T,2026-02,568.21,566.69,591.0
3160.T,2026-03,577.67,576.73,596.0
2215.T,2026-04,611.56,603.38,597.0
6958.T,2026-03,454.4,435.35,601.0
6982.T,2026-02,593.21,591.93,610.0
1699.T,2026-03,425.21,412.29,612.4
9656.T,2026-04,610.87,607.74,618.0
6635.T,2026-02,520.22,509.14,630.0
3246.T,2026-02,664.95,661.94,648.0
3710.T,2026-04,599.55,596.11,654.0
6482.T,2026-02,656.76,645.56,659.0
6440.T,2026-02,474.9,447.39,721.0
6584.T,2026-02,804.28,785.27,734.0
5984.T,2026-02,707.59,699.32,735.0
2512.T,2026-02,742.44,742.33,735.5
3439.T,2026-04,644.45,642.03,741.0
6962.T,2026-03,574.63,573.83,746.0
6768.T,2026-03,568.68,559.09,758.0
9218.T,2026-04,804.3,794.33,759.0
6166.T,2026-02,402.47,378.85,779.0
9256.T,2026-03,803.91,801.44,780.0
6292.T,2026-03,782.54,770.58,786.0
7820.T,2026-04,798.3,797.65,791.0
7347.T,2026-04,803.77,800.18,795.0
7636.T,2026-03,816.67,809.55,803.0
3649.T,2026-03,857.02,842.23,805.0
1685.T,2026-04,560.12,545.29,805.6
6771.T,2026-04,649.3,648.59,816.0
9262.T,2026-02,800.74,796.57,826.0
4444.T,2026-02,983.67,978.33,857.0
7297.T,2026-02,850.44,842.44,858.0
3878.T,2026-03,771.57,764.07,868.0
7850.T,2026-03,863.93,860.69,880.0
7064.T,2026-02,1222.61,1215.27,881.0
7112.T,2026-02,608.89,600.5,891.0
7067.T,2026-02,1017.49,1007.7,914.0
9713.T,2026-04,944.35,942.86,919.0
9344.T,2026-04,902.89,889.7,924.0
6157.T,2026-02,794.62,776.99,928.0
9342.T,2026-02,1140.67,1121.12,936.0
9914.T,2026-02,977.65,961.01,936.0
5464.T,2026-04,952.84,942.48,940.0
