ticker,cross_month,ma9,ma24,latest_close
3358.T,2026-03,97.56,96.57,101.0
4829.T,2026-03,118.78,118.46,112.0
6444.T,2026-04,151.0,147.62,173.0
7494.T,2026-03,242.01,241.88,235.0
3776.T,2026-04,189.85,181.69,237.0
3423.T,2026-03,266.02,261.76,272.0
8207.T,2026-03,285.67,284.21,284.0
1447.T,2026-03,302.36,300.01,301.0
6428.T,2026-04,321.45,319.35,326.0
7445.T,2026-02,300.44,296.0,333.0
3796.T,2026-03,252.73,249.66,335.0
7256.T,2026-03,156.22,149.0,372.0
8887.T,2026-04,402.83,392.35,384.0
2445.T,2026-04,398.95,392.18,388.0
6325.T,2026-03,396.86,396.11,404.0
7217.T,2026-04,388.98,388.73,426.0
2876.T,2026-03,433.9,433.44,452.0
7625.T,2026-03,400.26,388.84,466.0
4657.T,2026-04,445.89,440.93,482.0
8617.T,2026-03,488.02,470.59,541.0
3041.T,2026-04,487.56,469.45,550.0
2170.T,2026-03,517.85,515.61,555.0
1994.T,2026-04,525.27,519.64,560.0
3160.T,2026-03,577.67,576.73,591.0
2215.T,2026-04,611.89,603.5,600.0
9656.T,2026-04,610.31,607.54,613.0
3710.T,2026-04,595.22,594.49,615.0
6958.T,2026-03,454.4,435.35,629.0
1699.T,2026-03,425.21,412.29,634.0
6962.T,2026-03,574.63,573.83,725.0
3439.T,2026-04,642.78,641.4,726.0
9218.T,2026-04,802.75,793.75,745.0
9256.T,2026-03,803.91,801.44,773.0
7347.T,2026-04,802.55,799.72,784.0
6292.T,2026-03,782.54,770.58,789.0
7820.T,2026-04,799.08,797.94,798.0
3649.T,2026-03,857.02,842.23,799.0
7636.T,2026-03,816.67,809.55,804.0
6768.T,2026-03,568.68,559.09,808.0
1685.T,2026-04,563.31,546.49,834.3
3878.T,2026-03,771.57,764.07,865.0
7850.T,2026-03,863.93,860.69,896.0
9713.T,2026-04,943.47,942.52,911.0
9344.T,2026-04,901.78,889.28,914.0
3634.T,2026-03,688.89,685.98,928.0
5464.T,2026-04,953.84,942.85,949.0
9504.T,2026-03,925.59,903.78,954.6
7463.T,2026-03,829.95,818.29,956.0
6418.T,2026-03,1007.76,1002.43,984.0
1687.T,2026-04,921.5,915.67,1010.5
6523.T,2026-03,1009.47,988.48,1012.0
7261.T,2026-03,1078.15,1073.39,1038.5
9227.T,2026-03,779.56,756.75,1040.0
6882.T,2026-03,911.05,909.43,1041.0
8289.T,2026-04,500.22,468.76,1045.0
9517.T,2026-04,740.86,725.77,1072.0
9519.T,2026-04,832.78,814.12,1128.0
4974.T,2026-04,964.44,953.82,1142.0
7983.T,2026-04,1232.16,1226.49,1143.0
9993.T,2026-03,1151.36,1151.28,1151.0
5381.T,2026-04,624.86,593.59,1152.0
4422.T,2026-03,251.15,244.32,1155.0
6298.T,2026-03,962.15,943.04,1158.0
6730.T,2026-04,1186.07,1154.22,1166.0
6522.T,2026-04,563.0,519.42,1173.0
4926.T,2026-03,1214.65,1198.71,1212.0
4031.T,2026-03,1005.99,986.88,1228.0
7366.T,2026-03,1278.51,1265.08,1229.0
5969.T,2026-03,1202.68,1199.16,1232.0
9339.T,2026-03,1294.0,1283.05,1245.0
4927.T,2026-03,1303.96,1300.31,1305.0
4937.T,2026-03,1384.44,1354.38,1305.0
7794.T,2026-04,782.67,774.83,1316.0
1414.T,2026-03,1295.69,1276.67,1358.5
