retrieved_at,ticker
2025-12-21 13:04:18
current_price
174.0
180.0
183.0
197.0
203.0
204.0
269.0
288.0
326.0
334.0
388.0
498.0
507.0
515.0
526.0
546.0
561.0
566.0
597.0
628.0
640.0
673.0
690.0
703.0
718.0
721.0
729.0
747.0
768.0
782.0
787.0
794.0
800.0
808.0
818.0
835.0
837.0
838.0
850.0
850.0
894.0
917.0
925.0
938.0
954.0
954.0
966.0
1000.0
1054.0
1060.0
1086.0
1095.0
1125.0
1133.0
1159.0
1165.0
1239.0
1250.0
1269.0
1270.0
1271.0
1310.0
1311.0
1357.0
1423.0
1423.0
1457.5
1497.0
1536.0
1553.0
1608.0
1621.0
1624.0
1697.0
1748.0
1768.0
1815.0
1824.0
1882.0
1886.0
1891.0
1900.0
1942.5
2018.0
2036.0
2048.5
2210.0
2221.5
2308.0
2334.0
2374.0
2381.0
2490.0
2516.0
2625.0
2825.0
2921.0
2988.0
3015.0
3135.0
3180.0
3250.0
3361.0
3390.0
3615.0
3645.0
3940.0
4025.0
4095.0
4097.0
4120.0
4307.0
4590.0
4654.0
4760.0
4800.0
5080.0
5140.0
5170.0
7050.0
7180.0
8060.0
9790.0
12930.0
17800.0
56350.0
103000.0
116600.0
170000.0
""
""
""
""
""
""
""
""
""
